Lesson Code,Lesson Name,Teacher Name,Lesson Date,Lesson Hours,Lesson Credit
AE221.06,CRITICAL READING,NİLGÜN FIRAT,📅 MWW,⏱️ 334,3 Cr 4 ECTS
AE221.07,CRITICAL READING,NİLGÜN FIRAT,📅 WWTh,⏱️ 563,3 Cr 4 ECTS
AE221.08,CRITICAL READING,ÇİĞDEM DALAY,📅 ThThF,⏱️ 784,3 Cr 4 ECTS
AE221.09,CRITICAL READING,GÖZDE HAN,📅 TWW,⏱️ 745,3 Cr 4 ECTS
AE221.10,CRITICAL READING,GÖZDE HAN,📅 TWW,⏱️ 867,3 Cr 4 ECTS
AE221.11,CRITICAL READING,MELİS GÜNEKAN,📅 MThTh,⏱️ 734,3 Cr 4 ECTS
AE221.12,CRITICAL READING,MELİS GÜNEKAN,📅 MThTh,⏱️ 867,3 Cr 4 ECTS
AE221.13,CRITICAL READING,SELVİN YALTIR,📅 MMTh,⏱️ 454,3 Cr 4 ECTS
AE221.14,CRITICAL READING,SELVİN YALTIR,📅 MMTh,⏱️ 673,3 Cr 4 ECTS
AE411.01,LANGUAGE AWARENESS THROUGH TRANSLATION I,FATMA ANG TAŞKENT,📅 WThTh,⏱️ 523,3 Cr 5 ECTS
AE411.02,LANGUAGE AWARENESS THROUGH TRANSLATION I,FATMA ANG TAŞKENT,📅 WThTh,⏱️ 667,3 Cr 5 ECTS
AE480.01,SP.TOP.THE UTOPIAN IMPULSE,EDWARD MITCHELL,📅 MThTh,⏱️ 323,3 Cr 5 ECTS
AL311.01,SURVEY OF AMERICAN LIT. FROM 17-19 CENTU,KIM FORTUNY,📅 MWW,⏱️ 556,3 Cr 6 ECTS
AL311.02,SURVEY OF AMERICAN LIT. FROM 17-19 CENTU,BURCU KAYIŞÇI AKKOYUN,📅 TTTh,⏱️ 673,3 Cr 6 ECTS
AL480.01,SP.TP.EDITH WHARTON IN CONTEXT,MYRTO DRIZOU,📅 WFF,⏱️ 323,3 Cr 6 ECTS
AL481.01,SP.TP.:TEXT&IMAGE CONTEMP AMER.FIC.,NAZ BULAMUR,📅 TFF,⏱️ 423,3 Cr 6 ECTS
AR201.01,ARABIC I,ZEYNEP ERTÜRK,📅 WWW,⏱️ 234,3 Cr 5 ECTS
AR203.01,ARABIC III,ZEYNEP ERTÜRK,📅 WWW,⏱️ 678,3 Cr 5 ECTS
ARM101.01,ARMENIAN FOR BEGINNERS I,HERA İSKENDEROĞLU,📅 MMM,⏱️ 234,3 Cr 5 ECTS
ARM101.01,ARMENIAN FOR BEGINNERS I,HERA İSKENDEROĞLU,📅 MMM,⏱️ 234,3 Cr 5 ECTS
ASIA502.01,READINGS ON ASIAN ECONOMIES,ALTAY ATLI,📅 MMM,⏱️ 101112,3 Cr 8 ECTS
ASIA502.02,READINGS ON ASIAN ECONOMIES,ALTAY ATLI,📅 MMM,⏱️ 101112,3 Cr 8 ECTS
ASIA518.01,HISTORY OF MODERN JAPAN,SELÇUK ESENBEL,📅 TTT,⏱️ 101112,3 Cr 8 ECTS
ASIA518.02,HISTORY OF MODERN JAPAN,SELÇUK ESENBEL,📅 TTT,⏱️ 101112,3 Cr 8 ECTS
ASIA520.01,JAPANESE SOCIETY THROUGH MODERN LITERATU,OĞUZ BAYKARA,📅 TTT,⏱️ 101112,3 Cr 8 ECTS
ASIA520.02,JAPANESE SOCIETY THROUGH MODERN LITERATU,OĞUZ BAYKARA,📅 TTT,⏱️ 101112,3 Cr 8 ECTS
ASIA521.01,"JAPANESE SOCIETY THROUGH ART,&CULTURE",ERDAL KÜÇÜKYALÇIN,📅 ThThTh,⏱️ 101112,3 Cr 8 ECTS
ASIA521.02,"JAPANESE SOCIETY THROUGH ART,&CULTURE",ERDAL KÜÇÜKYALÇIN,📅 ThThTh,⏱️ 101112,3 Cr 8 ECTS
ASIA526.01,AN INTRODUCTION TO CHINESE HISTORY,ZEYNEP HALE EROĞLU SAGER,📅 WWW,⏱️ 101112,3 Cr 8 ECTS
ASIA526.02,AN INTRODUCTION TO CHINESE HISTORY,ZEYNEP HALE EROĞLU SAGER,📅 WWW,⏱️ 101112,3 Cr 8 ECTS
ASIA528.02,CHINA'S INTER.REL.&FOREIGN POLICY,ZEYNEP HALE EROĞLU SAGER,📅 MMM,⏱️ 91011,3 Cr 8 ECTS
ASIA535.01,TOPICS IN MODERN KOREAN HIST.&CULTURE,SELÇUK ESENBEL,📅 WWW,⏱️ 101112,3 Cr 8 ECTS
ASIA538.01,RUSSIA IN ASIA,STAFF STAFF,,,3 Cr 8 ECTS
ASIA538.02,RUSSIA IN ASIA,STAFF STAFF,,,3 Cr 8 ECTS
ASIA548.01,RESEARCH METHODS,ARZU ÖZTÜRKMEN,,,3 Cr 4 ECTS
ASIA549.01,PROJECT PAPER,ZEYNEP HALE EROĞLU SAGER,,,0 Cr 14 ECTS
ASIA579.01,GRADUATE SEMINAR,ARZU ÖZTÜRKMEN,,,0 Cr 2 ECTS
ASIA590.01,DIRECTED READINGS IN ASIAN STUDIES I,FETHİYE MELTEM TÜRKÖZ,📅 FFF,⏱️ 101112,1 Cr 6 ECTS
ASIA592.01,DIRECTED READINGS IN ASIAN STUDIES III,FETHİYE MELTEM TÜRKÖZ,📅 StStSt,⏱️ 456,1 Cr 6 ECTS
ASIA690.01,MASTER'S THESIS,ARZU ÖZTÜRKMEN,,,0 Cr 60 ECTS
ASIA690.02,MASTER'S THESIS,ZEYNEP HALE EROĞLU SAGER,,,0 Cr 60 ECTS
ASIL501.01,BEGINNER'S JAPANESE I,SELÇUK ESENBEL,📅 StStSt,⏱️ 345,3 Cr 6 ECTS
ASIL506.01,ADVANCED JAPANESE II,ERDAL KÜÇÜKYALÇIN,📅 StStSt,⏱️ 678,3 Cr 6 ECTS
ASIL507.01,BEGINNERS CHINESE I,ZEYNEP HALE EROĞLU SAGER,📅 StStSt,⏱️ 234,3 Cr 6 ECTS
ASIL512.01,ADVANCED CHINESE II,ZEYNEP HALE EROĞLU SAGER,📅 StStSt,⏱️ 678,3 Cr 6 ECTS
ASIL513.01,INTRODUCTION TO RUSSIAN I,OLGA ZVERKOVA,,,3 Cr 6 ECTS
ASIL517.01,INT.TO CENTRAL ASIAN TURKIC LANGUAGES I,MEHMET ÖLMEZ,,,3 Cr 6 ECTS
ATA507.01,HISTORIOGRAPHY,CENGİZ KIRLI,📅 TTT,⏱️ 234,3 Cr 9 ECTS
ATA509.01,ACAD. WRITING FOR MODERN HIST.STUDIES-II,CENGİZ KIRLI,,,2 Cr 10 ECTS
ATA524.01,LEGAL REFORMS IN TURKISH HISTORY,ZİYA UMUT TÜREM,📅 ThThTh,⏱️ 234,3 Cr 9 ECTS
ATA551.01,FOREIGN POLICY OF THE REPUBLIC,AYDIN BABUNA,📅 WWW,⏱️ 678,3 Cr 9 ECTS
ATA554.01,HISTORY OF THE MIDDLE EAST,SEDA ALTUĞ,📅 WWW,⏱️ 678,3 Cr 9 ECTS
ATA571.01,GUIDED RESEARCH IN TURKISH HISTORY I,SEDA ALTUĞ,,,3 Cr 9 ECTS
ATA571.02,GUIDED RESEARCH IN TURKISH HISTORY I,AYDIN BABUNA,,,3 Cr 9 ECTS
ATA571.03,GUIDED RESEARCH IN TURKISH HISTORY I,IRMAK ERTÖR,,,3 Cr 9 ECTS
ATA571.04,GUIDED RESEARCH IN TURKISH HISTORY I,ASIM KARAÖMERLİOĞLU,,,3 Cr 9 ECTS
ATA571.05,GUIDED RESEARCH IN TURKISH HISTORY I,CENGİZ KIRLI,,,3 Cr 9 ECTS
ATA571.06,GUIDED RESEARCH IN TURKISH HISTORY I,NADİR ÖZBEK,,,3 Cr 9 ECTS
ATA571.07,GUIDED RESEARCH IN TURKISH HISTORY I,RAMAZAN HAKKI ÖZTAN,,,3 Cr 9 ECTS
ATA571.08,GUIDED RESEARCH IN TURKISH HISTORY I,ZİYA UMUT TÜREM,,,3 Cr 9 ECTS
ATA571.09,GUIDED RESEARCH IN TURKISH HISTORY I,BERNA YAZICI,,,3 Cr 9 ECTS
ATA575.01,GUIDED RESEARCH IN WORLD HISTORY-II,ZİYA UMUT TÜREM,,,3 Cr 10 ECTS
ATA579.01,GRADUATE SEMINAR,RAMAZAN HAKKI ÖZTAN,📅 FFF,⏱️ 678,0 Cr 10 ECTS
ATA581.01,SEL.TOP.IN SOCI.THEORY&HIST.,IRMAK ERTÖR,📅 TTT,⏱️ 234,3 Cr 9 ECTS
ATA584.01,SEL.TOP.IN SOCIAL THEORY AND HISTORY,KUTLUĞHAN SOYUBOL,,,3 Cr 9 ECTS
ATA585.01,SEL.TOP.IN ECONOMY AND SOCIETY IN TURKEY,ASIM KARAÖMERLİOĞLU,📅 ThThTh,⏱️ 678,3 Cr 9 ECTS
ATA593.01,TOPICS IN THE HIST.OF THE MODERN WORLD,RAMAZAN HAKKI ÖZTAN,📅 TTT,⏱️ 678,3 Cr 9 ECTS
ATA59E.01,SP.TP.ECONOMY & SOCIETY IN TURKEY,NADİR ÖZBEK,📅 WWW,⏱️ 234,3 Cr 9 ECTS
ATA678.01,GUIDED RESEARCH IN PHD,NADİR ÖZBEK,📅 MMM,⏱️ 234,0 Cr 20 ECTS
ATA679.01,DIRECTED READINGS IN HISTORY&THEORY,NADİR ÖZBEK,,,3 Cr 9 ECTS
ATA685.01,SP.TOP. IN MODERN TURKISH HISTORY,BERNA YAZICI,📅 MMM,⏱️ 678,3 Cr 9 ECTS
ATA690.01,MASTER THESIS,SEDA ALTUĞ,,,0 Cr 60 ECTS
ATA690.02,MASTER THESIS,AYDIN BABUNA,,,0 Cr 60 ECTS
ATA690.03,MASTER THESIS,ASIM KARAÖMERLİOĞLU,,,0 Cr 60 ECTS
ATA690.04,MASTER THESIS,CENGİZ KIRLI,,,0 Cr 60 ECTS
ATA690.05,MASTER THESIS,NADİR ÖZBEK,,,0 Cr 60 ECTS
ATA690.06,MASTER THESIS,ZİYA UMUT TÜREM,,,0 Cr 60 ECTS
ATA690.07,MASTER THESIS,BERNA YAZICI,,,0 Cr 60 ECTS
ATA690.08,MASTER THESIS,IRMAK ERTÖR,,,0 Cr 60 ECTS
ATA690.09,MASTER THESIS,RAMAZAN HAKKI ÖZTAN,,,0 Cr 60 ECTS
ATA700.01,GRADUATE SEMINAR,IRMAK ERTÖR,,,0 Cr 9 ECTS
ATA790.01,PH.D THESIS,SEDA ALTUĞ,,,0 Cr 120 ECTS
ATA790.02,PH.D THESIS,AYDIN BABUNA,,,0 Cr 120 ECTS
ATA790.03,PH.D THESIS,ASIM KARAÖMERLİOĞLU,,,0 Cr 120 ECTS
ATA790.04,PH.D THESIS,CENGİZ KIRLI,,,0 Cr 120 ECTS
ATA790.05,PH.D THESIS,NADİR ÖZBEK,,,0 Cr 120 ECTS
ATA790.06,PH.D THESIS,ZİYA UMUT TÜREM,,,0 Cr 120 ECTS
ATA790.07,PH.D THESIS,BERNA YAZICI,,,0 Cr 120 ECTS
ATA790.08,PH.D THESIS,IRMAK ERTÖR,,,0 Cr 120 ECTS
ATA790.09,PH.D THESIS,RAMAZAN HAKKI ÖZTAN,,,0 Cr 120 ECTS
AUTO501.01,AUTOMOTIVE ENGINEERING,GÜNAY ANLAŞ,,,3 Cr 8 ECTS
AUTO503.01,NOISE & VIBRATIONS,STAFF STAFF,,,3 Cr 8 ECTS
AUTO504.01,AUTOMOTIVE CONTROL SYSTEMS,STAFF STAFF,,,3 Cr 8 ECTS
AUTO521.01,INTERNAL COMBUSTION ENGINES,HASAN BEDİR,,,3 Cr 8 ECTS
AUTO542.01,FINITE ELEMENT METHOD,STAFF STAFF,,,3 Cr 8 ECTS
AUTO543.01,FATIQUE & FRACTURE,STAFF STAFF,,,3 Cr 8 ECTS
AUTO590.01,RESEARCH PROJECT,STAFF STAFF,,,0 Cr 10 ECTS
BIO101.01,CELLULAR AND MOLECULAR BIOLOGY I,MÜGE TÜRET,📅 MMTh,⏱️ 565,3 Cr 5 ECTS
BIO101.02,CELLULAR AND MOLECULAR BIOLOGY I,ŞÜKRÜ ANIL DOĞAN,📅 MMTh,⏱️ 565,3 Cr 5 ECTS
BIO102.01,CELLULAR AND MOLECULAR BIOLOGY II,NECLA BİRGÜL İYİSON,📅 TThTh,⏱️ 334,3 Cr 5 ECTS
BIO106.01,CELL BIOLOGY LABORATORY,NECLA BİRGÜL İYİSON,📅 M,⏱️ 8,2 Cr 3 ECTS
BIO106.01 LAB 1,CELL BIOLOGY LABORATORY LAB,📅 FFF,⏱️ 678,,
BIO111.01,PRELUDE TO MOLECULAR BIOLOGY,MÜGE TÜRET,📅 Th,⏱️ 8,1 Cr 1 ECTS
BIO121.01,INTRO.TO CELL BIOLOGY,TOLGA SÜTLÜ,📅 WWF,⏱️ 344,3 Cr 5 ECTS
BIO201.01,EVOLUTION AND BIODIVERSITY,MÜGE TÜRET,📅 TWW,⏱️ 678,3 Cr 3 ECTS
BIO203.01,BIOSTATISTICS,STEFAN FUSS,📅 TTF,⏱️ 783,3 Cr 5 ECTS
BIO301.01,BIOCHEMISTRY I,İBRAHİM YAMAN,📅 MMWW,⏱️ 3434,4 Cr 6 ECTS
BIO308.01,SEMINAR I,STEVEN FOOTITT,📅 TT,⏱️ 12,1 Cr 2 ECTS
BIO308.02,SEMINAR I,NECLA BİRGÜL İYİSON,📅 ThTh,⏱️ 12,1 Cr 2 ECTS
BIO308.03,SEMINAR I,FATİH YANAR,📅 MM,⏱️ 12,1 Cr 2 ECTS
BIO331.01,TECHNIQUES IN BIOLOGICAL RESEARCH,ALİ RIZA UMUT ŞAHİN,📅 WWF,⏱️ 123,3 Cr 6 ECTS
BIO333.01,BIOCHEMISTRY LABORATORY,ALİ RIZA UMUT ŞAHİN,📅 T,⏱️ 4,3 Cr 6 ECTS
BIO333.01 LAB 1,BIOCHEMISTRY LABORATORY LAB,📅 WWWW,⏱️ 5678,,
BIO333.01 LAB 2,BIOCHEMISTRY LABORATORY LAB,📅 ThThThTh,⏱️ 5678,,
BIO333.01 LAB 3,BIOCHEMISTRY LABORATORY LAB,📅 ThThThTh,⏱️ 5678,,
BIO353.01,MOLECULAR GENETICS,STEFAN FUSS,📅 MMThTh,⏱️ 5634,4 Cr 5 ECTS
BIO355.01,MOLECULAR BIOLOGY LABORATORY,ARZU ÇELİK,📅 F,⏱️ 4,3 Cr 4 ECTS
BIO355.01 LAB 1,MOLECULAR BIOLOGY LABORATORY LAB,📅 TTTT,⏱️ 5678,,
BIO355.01 LAB 2,MOLECULAR BIOLOGY LABORATORY LAB,📅 TTTT,⏱️ 5678,,
BIO355.01 LAB 3,MOLECULAR BIOLOGY LABORATORY LAB,📅 FFFF,⏱️ 5678,,
BIO403.01,SCIENTIFIC CONDUCT,NESRİN ÖZÖREN,📅 W,⏱️ 3,1 Cr 2 ECTS
BIO407.01,SEMINAR II,İBRAHİM YAMAN,📅 TT,⏱️ 34,2 Cr 3 ECTS
BIO407.02,SEMINAR II,ŞÜKRÜ ANIL DOĞAN,📅 MM,⏱️ 12,2 Cr 3 ECTS
BIO407.03,SEMINAR II,BATU ERMAN,📅 TT,⏱️ 34,2 Cr 3 ECTS
BIO407.04,SEMINAR II,NESRİN ÖZÖREN,📅 FF,⏱️ 78,2 Cr 3 ECTS
BIO407.05,SEMINAR II,STEVEN FOOTITT,📅 FF,⏱️ 34,2 Cr 3 ECTS
BIO420.01,IMMUNOLOGY,TOLGA SÜTLÜ,📅 MMTh,⏱️ 783,3 Cr 6 ECTS
BIO460.01,DEVELOPMENTAL BIOLOGY,ARZU ÇELİK,📅 TTTh,⏱️ 124,3 Cr 6 ECTS
BIO483.01,SP.TP.MECHANISM IN GENE REGULATION,N.C.TOLGA EMRE,📅 MThTh,⏱️ 212,3 Cr 6 ECTS
BIO48B.01,SP.TP. BIOINFORMATICS,FATİH YANAR,📅 MMTh,⏱️ 787,3 Cr 6 ECTS
BIO48K.01,SP.TP.PLANT GROWTH & DEVELOPMENT,STEVEN FOOTITT,📅 MWW,⏱️ 412,3 Cr 6 ECTS
BIO491.01,SPECIAL PROJECTS I,NECLA BİRGÜL İYİSON,,,3 Cr 6 ECTS
BIO491.02,SPECIAL PROJECTS I,ŞÜKRÜ ANIL DOĞAN,,,3 Cr 6 ECTS
BIO491.03,SPECIAL PROJECTS I,N.C.TOLGA EMRE,,,3 Cr 6 ECTS
BIO491.04,SPECIAL PROJECTS I,BATU ERMAN,,,3 Cr 6 ECTS
BIO491.05,SPECIAL PROJECTS I,STEVEN FOOTITT,,,3 Cr 6 ECTS
BIO491.06,SPECIAL PROJECTS I,ARZU ÇELİK,,,3 Cr 6 ECTS
BIO491.07,SPECIAL PROJECTS I,STEFAN FUSS,,,3 Cr 6 ECTS
BIO491.08,SPECIAL PROJECTS I,NESRİN ÖZÖREN,,,3 Cr 6 ECTS
BIO491.09,SPECIAL PROJECTS I,TOLGA SÜTLÜ,,,3 Cr 6 ECTS
BIO491.10,SPECIAL PROJECTS I,ALİ RIZA UMUT ŞAHİN,,,3 Cr 6 ECTS
BIO491.11,SPECIAL PROJECTS I,İBRAHİM YAMAN,,,3 Cr 6 ECTS
BIO500.01,MODERN TECH. IN MOLECULAR BIO.,NECLA BİRGÜL İYİSON,,,3 Cr 14 ECTS
BIO500.02,MODERN TECH. IN MOLECULAR BIO.,ŞÜKRÜ ANIL DOĞAN,,,3 Cr 14 ECTS
BIO500.03,MODERN TECH. IN MOLECULAR BIO.,N.C.TOLGA EMRE,,,3 Cr 14 ECTS
BIO500.04,MODERN TECH. IN MOLECULAR BIO.,BATU ERMAN,,,3 Cr 14 ECTS
BIO500.05,MODERN TECH. IN MOLECULAR BIO.,STEVEN FOOTITT,,,3 Cr 14 ECTS
BIO500.06,MODERN TECH. IN MOLECULAR BIO.,ARZU ÇELİK,,,3 Cr 14 ECTS
BIO500.07,MODERN TECH. IN MOLECULAR BIO.,STEFAN FUSS,,,3 Cr 14 ECTS
BIO500.08,MODERN TECH. IN MOLECULAR BIO.,NESRİN ÖZÖREN,,,3 Cr 14 ECTS
BIO500.09,MODERN TECH. IN MOLECULAR BIO.,STEVEN FOOTITT,,,3 Cr 14 ECTS
BIO500.10,MODERN TECH. IN MOLECULAR BIO.,ALİ RIZA UMUT ŞAHİN,,,3 Cr 14 ECTS
BIO500.11,MODERN TECH. IN MOLECULAR BIO.,İBRAHİM YAMAN,,,3 Cr 14 ECTS
BIO501.01,ADVANCED MOLECULAR BIOLOGY,N.C.TOLGA EMRE,📅 MMW,⏱️ 566,3 Cr 7 ECTS
BIO511.01,ADVANCED GENETICS,BATU ERMAN,📅 TTTh,⏱️ 566,3 Cr 7 ECTS
BIO579.01,GRADUATE SEMINAR,BATU ERMAN,📅 F,⏱️ 6,0 Cr 2 ECTS
BIO58F.01,SP.TP.KEY PATHWAYS IN CANCER,NECLA BİRGÜL İYİSON,,,3 Cr 7 ECTS
BIO601.01,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,NECLA BİRGÜL İYİSON,,,3 Cr 16 ECTS
BIO601.02,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,N.C.TOLGA EMRE,,,3 Cr 16 ECTS
BIO601.03,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,BATU ERMAN,,,3 Cr 16 ECTS
BIO601.04,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,STEVEN FOOTITT,,,3 Cr 16 ECTS
BIO601.05,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,ARZU ÇELİK,,,3 Cr 16 ECTS
BIO601.06,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,STEFAN FUSS,,,3 Cr 16 ECTS
BIO601.07,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,NESRİN ÖZÖREN,,,3 Cr 16 ECTS
BIO601.08,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,TOLGA SÜTLÜ,,,3 Cr 16 ECTS
BIO601.09,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,ALİ RIZA UMUT ŞAHİN,,,3 Cr 16 ECTS
BIO601.10,ADV. TECHNIQUES IN MOLECULAR BIOLOGY,İBRAHİM YAMAN,,,3 Cr 16 ECTS
BIO690.01,M.S.THESIS,NECLA BİRGÜL İYİSON,,,0 Cr 60 ECTS
BIO690.02,M.S.THESIS,ŞÜKRÜ ANIL DOĞAN,,,0 Cr 60 ECTS
BIO690.03,M.S.THESIS,BATU ERMAN,,,0 Cr 60 ECTS
BIO690.04,M.S.THESIS,STEVEN FOOTITT,,,0 Cr 60 ECTS
BIO690.05,M.S.THESIS,ARZU ÇELİK,,,0 Cr 60 ECTS
BIO690.06,M.S.THESIS,STEFAN FUSS,,,0 Cr 60 ECTS
BIO690.07,M.S.THESIS,NESRİN ÖZÖREN,,,0 Cr 60 ECTS
BIO690.08,M.S.THESIS,TOLGA SÜTLÜ,,,0 Cr 60 ECTS
BIO690.09,M.S.THESIS,ALİ RIZA UMUT ŞAHİN,,,0 Cr 60 ECTS
BIO690.10,M.S.THESIS,İBRAHİM YAMAN,,,0 Cr 60 ECTS
BIO790.01,Ph.D.THESIS,NECLA BİRGÜL İYİSON,,,0 Cr 120 ECTS
BIO790.02,Ph.D.THESIS,N.C.TOLGA EMRE,,,0 Cr 120 ECTS
BIO790.03,Ph.D.THESIS,NESRİN ÖZÖREN,,,0 Cr 120 ECTS
BIO790.04,Ph.D.THESIS,TOLGA SÜTLÜ,,,0 Cr 120 ECTS
BIO790.05,Ph.D.THESIS,ALİ RIZA UMUT ŞAHİN,,,0 Cr 120 ECTS
BIO790.06,Ph.D.THESIS,İBRAHİM YAMAN,,,0 Cr 120 ECTS
BIS511.01,INFORMATION SYSTEMS&TECHNOLOGIES,SONA MARDİKYAN,📅 WWW,⏱️ 111213,3 Cr 6 ECTS
BIS512.01,DATABASE MANAGEMENT SYSTEMS,AHMET ONUR DURAHİM,📅 ThThTh,⏱️ 111213,3 Cr 6 ECTS
BIS513.01,BUSINESS STRATEGIES,ÖZGÜR DÖĞERLİOĞLU,📅 StStSt,⏱️ 123,3 Cr 6 ECTS
BIS514.01,"SYSTEMS ANALYSIS, MODELING AND DESIGN",MELTEM ÖZTURAN,📅 WWW,⏱️ 111213,3 Cr 6 ECTS
BIS517.01,DECISION MAKING WITH INFORMATION SYSTEMS,ASLI SENCER,📅 MMM,⏱️ 111213,3 Cr 6 ECTS
BIS548.01,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,NAZIM TAŞKIN,📅 TTT,⏱️ 111213,3 Cr 6 ECTS
BIS553.01,CYBERSECURITY FOR BUSINESS,BİLGİN METİN,📅 TTT,⏱️ 111213,3 Cr 6 ECTS
BIS554.01,DIGITAL MARKETING AND SOCIAL MEDIA,HANDE TÜRKER,📅 MMM,⏱️ 111213,3 Cr 6 ECTS
BIS582.01,SP.TP.INTRODUCTION TO RECOMMENDER SYSTEMS,AYSUN BOZANTA HAKYEMEZ,📅 StStSt,⏱️ 567,3 Cr 6 ECTS
BIS591.01,DIR. READ. IN BUSINESS INFO. SYSTEMS I,BERTAN YILMAZ BADUR,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.02,DIR. READ. IN BUSINESS INFO. SYSTEMS I,AHMET ONUR DURAHİM,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.04,DIR. READ. IN BUSINESS INFO. SYSTEMS I,ÖZGÜR DÖĞERLİOĞLU,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.05,DIR. READ. IN BUSINESS INFO. SYSTEMS I,ASLI SENCER,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.06,DIR. READ. IN BUSINESS INFO. SYSTEMS I,HANDE TÜRKER,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.08,DIR. READ. IN BUSINESS INFO. SYSTEMS I,SONA MARDİKYAN,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.09,DIR. READ. IN BUSINESS INFO. SYSTEMS I,BİLGİN METİN,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.11,DIR. READ. IN BUSINESS INFO. SYSTEMS I,MELTEM ÖZTURAN,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.12,DIR. READ. IN BUSINESS INFO. SYSTEMS I,ASLIHAN NASIR,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.14,DIR. READ. IN BUSINESS INFO. SYSTEMS I,NAZIM TAŞKIN,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS591.15,DIR. READ. IN BUSINESS INFO. SYSTEMS I,AYSUN BOZANTA HAKYEMEZ,📅 MMTTW,⏱️ 9109109,2 Cr 6 ECTS
BIS592.01,DIR. READ. IN BUSINESS INFO. SYSTEMS II,BERTAN YILMAZ BADUR,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.02,DIR. READ. IN BUSINESS INFO. SYSTEMS II,AHMET ONUR DURAHİM,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.04,DIR. READ. IN BUSINESS INFO. SYSTEMS II,ÖZGÜR DÖĞERLİOĞLU,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.05,DIR. READ. IN BUSINESS INFO. SYSTEMS II,ASLI SENCER,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.06,DIR. READ. IN BUSINESS INFO. SYSTEMS II,HANDE TÜRKER,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.08,DIR. READ. IN BUSINESS INFO. SYSTEMS II,SONA MARDİKYAN,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.09,DIR. READ. IN BUSINESS INFO. SYSTEMS II,BİLGİN METİN,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.11,DIR. READ. IN BUSINESS INFO. SYSTEMS II,MELTEM ÖZTURAN,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.12,DIR. READ. IN BUSINESS INFO. SYSTEMS II,ASLIHAN NASIR,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS592.14,DIR. READ. IN BUSINESS INFO. SYSTEMS II,NAZIM TAŞKIN,📅 WThThFF,⏱️ 10910910,2 Cr 6 ECTS
BIS594.01,PROJECT,BERTAN YILMAZ BADUR,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.02,PROJECT,AHMET ONUR DURAHİM,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.04,PROJECT,ÖZGÜR DÖĞERLİOĞLU,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.05,PROJECT,ASLI SENCER,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.06,PROJECT,HANDE TÜRKER,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.08,PROJECT,SONA MARDİKYAN,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.09,PROJECT,BİLGİN METİN,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.11,PROJECT,MELTEM ÖZTURAN,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.12,PROJECT,ASLIHAN NASIR,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS594.14,PROJECT,NAZIM TAŞKIN,📅 StSt,⏱️ 910,0 Cr 6 ECTS
BIS595.01,GUIDED RESEARCH IN BUSIN.INFOR.SYSTEMS,SONA MARDİKYAN,📅 FFFSt,⏱️ 1112138,1 Cr 6 ECTS
BIS597.01,GUIDED RESEARCH IN BUSINESS INFORMATION SYSTEMS II,BERTAN YILMAZ BADUR,📅 ThThThSt,⏱️ 1112136,1 Cr 6 ECTS
